EoD_UPRISING;[Root.Religion.GetName] Reckoning;Jour du Jugement [Root.Religion.GetName];[Root.Religion.GetName] – Abrechnung;;El juicio de [Root.Religion.GetName];;;;;;;;;x
EVTDESC_RIP_11045_has_typhoid_fever_certain;[From.GetTitledName] states that [From.GetHerHis] extensive medical experience leads [From.GetHerHim] to the certain conclusion that you are developing Slow Fever. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] affirme que sa vaste expérience l'amène à la certitude que vous avez la fièvre lente. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] ist sich aufgrund langjähriger medizinischer Erfahrung absolut sicher, dass Ihr Anzeichen von schleichendem Fieber zeigt. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] expone que su amplia experiencia médica le lleva a la conclusión de que has contraído Fiebre tifoidea. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_has_typhoid_fever_horse;[From.GetTitledName] is fairly sure you are developing Slow Fever, although so far your condition is stable. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] a presque la certitude que vous avez la fièvre lente, bien que jusqu'ici votre état est stable. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions afin de soigner cette fièvre de cheval.;[From.GetTitledName] ist sich ziemlich sicher, dass Ihr Anzeichen von schleichendem Fieber zeigt, auch wenn Eure Verfassung noch stabil ist. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] está bastante segur[From.GetOA] que has contraído Fiebre tifoidea, aunque hasta ahora tu estado es estable. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_has_typhoid_fever_sure;[From.GetTitledName] is sure you are developing Slow Fever. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] a la conviction que vous avez la fièvre lente. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] ist sich sicher, dass Ihr Anzeichen von schleichendem Fieber zeigt. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] está segur[From.GetOA] que has contraído Fiebre tifoidea. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_has_typhoid_fever_uncertain;[From.GetTitledName] hesitantly suggests you are probably developing Slow Fever, or something like that. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] suggère avec hésitation que vous avez probablement la fièvre lente, ou quelque chose du genre. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] zieht zögerlich in Erwägung, dass Ihr möglicherweise Anzeichen von schleichendem Fieber oder etwas Ähnlichem zeigen könntet. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] sugiere dudos[From.GetOA] que puede que hayas contraído Fiebre tifoidea o algo parecido. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_has_typhus;[From.GetTitledName] is fairly sure you are developing Camp Fever. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] a presque la certitude que vous avez la fièvre des camps. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] ist sich ziemlich sicher, dass Ihr Anzeichen von Lagerfieber zeigt. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] está bastante segur[From.GetOA] que has contraído Tifus. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_has_typhus_certain;[From.GetTitledName] states that [From.GetHerHis] extensive medical experience leads [From.GetHerHim] to the certain conclusion that you are developing Camp Fever. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] affirme que sa vaste expérience l'amène à la certitude que vous avez la fièvre des camps. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] ist sich aufgrund langjähriger medizinischer Erfahrung absolut sicher, dass Ihr Anzeichen von Lagerfieber zeigt. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] expone que su amplia experiencia médica le lleva a la conclusión de que has contraído Tifus. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_has_typhus_horse;[From.GetTitledName] is fairly sure you are developing Camp Fever, a disease which can cause an altered mental state. [From.GetSheHeCap] pauses briefly to shake [From.GetHerHis] mane and stamp a hoof several times on the floor before warning you to be on the lookout for signs of delirium. [From.GetTitledName] insists that you whinnied to follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] a presque la certitude que vous avez la fièvre des camps, une maladie qui peut causer un état mental altéré. [From.GetIlElleCap] s'interrompt un bref instant pour secouer sa crinière et piaffer, puis vous demande d'être à l'affût de tout signe de délire. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions afin de soigner cette fièvre de cheval.;[From.GetTitledName] ist sich ziemlich sicher, dass Ihr Anzeichen von Lagerfieber zeigt, einer Krankheit, die Auswirkungen auf den Geisteszustand haben kann. [From.GetSheHeCap] hält kurz inne, schüttelt die Mähne und stampft mehrmals mit dem Huf auf. Dann warnt [From.GetSheHe] Euch, auf Zeichen von Fieberwahn zu achten. [From.GetSheHeCap] wiehert Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] está bastante segur[From.GetOA] que has contraído Tifus, una enfermedad que puede provocar un estado mental alterado. [From.GetElEllaCap] hace una pausa para sacudirse la crin, y pisar el suelo con sus cascos antes de advertirte que estés atento a señales de delirio. [From.GetTitledName] insiste que relinches que seguirás sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_has_typhus_sure;[From.GetTitledName] is sure you are developing Camp Fever. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] a la conviction que vous avez la fièvre des camps. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] ist sich sicher, dass Ihr Anzeichen von Lagerfieber zeigt. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] está segur[From.GetOA] que has contraído Tifus. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_has_typhus_uncertain;[From.GetTitledName] hesitantly suggests you are probably developing Camp Fever, or something like that. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] suggère avec hésitation que vous avez probablement la fièvre des camps, ou quelque chose du genre. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] zieht zögerlich in Erwägung, dass Ihr möglicherweise Anzeichen von Lagerfieber oder etwas Ähnlichem zeigen könntet. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] sugiere dudos[From.GetOA] que puede que hayas contraído Tifus o algo parecido. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_not_serious;[From.GetTitledName] suggests your symptom is not due to a serious illness and that it will pass quite soon. Nevertheless, you will receive some mild treatment.;[From.Get_Le_TitledName] suggère que votre symptôme n'est pas causé par une maladie grave et que cela va bientôt passer. Néanmoins, vous recevrez un traitement léger.;[From.GetTitledName] gibt zu verstehen, dass Euer Symptom keiner ernsthaften Krankheit zugeordnet werden kann und schon bald abklingen wird. Nichtsdestotrotz werdet Ihr einer milden Behandlung unterzogen.;;[From.GetTitledName] sugiere que tus síntomas no se deben a ninguna enfermedad grave y no durarán mucho. Sin embargo, recibirás un tratamiento ligero.;;;;;;;;;x
EVTDESC_RIP_11045_not_serious_certain;[From.GetTitledName] states that [From.GetHerHis] extensive medical experience leads [From.GetHerHim] to the certain conclusion that your symptom is not due to a serious illness and that it will pass quite soon. Nevertheless, you will receive some mild treatment.;[From.Get_Le_TitledName] affirme que sa vaste expérience l'amène à la certitude que votre symptôme n'est pas dû à une maladie grave et que cela va bientôt passer. Néanmoins, vous recevrez un traitement léger.;[From.GetTitledName] ist sich aufgrund langjähriger medizinischer Erfahrung absolut sicher, dass Euer Symptom auf keine ernsthafte Krankheit zurückzuführen ist und es schon bald abklingen wird. Nichtsdestotrotz werdet Ihr einer milden Behandlung unterzogen.;;[From.GetTitledName] expone que su amplia experiencia médica le lleva a la conclusión de que tus síntomas no se deben a ninguna enfermedad grave y pasarán pronto. Sin embargo, recibirás un tratamiento ligero.;;;;;;;;;x
EVTDESC_RIP_11045_not_serious_horse;[From.GetTitledName] suggests your symptom is not due to a serious illness and that it will not be there furlong. Nevertheless, you will receive some mild treatment.;[From.Get_Le_TitledName] suggère que votre symptôme n'est pas causé par une maladie grave et que cela va bientôt passer. Néanmoins, vous recevrez un traitement léger.;[From.GetTitledName] gibt zu verstehen, dass Euer Symptom keiner ernsthaften Krankheit zugeordnet werden kann und schon bald abklingen sollte. Nichtsdestotrotz werdet Ihr einer milden Behandlung unterzogen.;;[From.GetTitledName] sugiere que tus síntomas no se deben a ninguna enfermedad grave y no durarán mucho. Sin embargo, recibirás un tratamiento ligero.;;;;;;;;;x
EVTDESC_RIP_11045_not_serious_sure;[From.GetTitledName] is confident your symptom is not due to a serious illness and that it will pass quite soon. Nevertheless, you will receive some mild treatment.;[From.Get_Le_TitledName] a confiance dans son pronostic, à savoir que votre symptôme n'est pas causé par une maladie grave et que cela va bientôt passer. Néanmoins, vous recevrez un traitement léger.;[From.GetTitledName] ist sich sicher, dass Euer Symptom keiner ernsthaften Krankheit zugeordnet werden kann und schon bald abklingen wird. Nichtsdestotrotz werdet Ihr einer milden Behandlung unterzogen.;;[From.GetTitledName] está convencid[From.GetOA] que tus síntomas no se deben a ninguna enfermedad grave y pasarán pronto. Sin embargo, recibirás un tratamiento ligero.;;;;;;;;;x
EVTDESC_RIP_11045_not_serious_uncertain;[From.GetTitledName] hesitantly suggests that your symptom is probably not due to a serious illness and that it will pass quite soon. Nevertheless, you will receive some mild treatment.;[From.Get_Le_TitledName] suggère avec hésitation que votre symptôme n'est pas dû à une maladie grave et que cela va bientôt passer. Néanmoins, vous recevrez un traitement léger.;[From.GetTitledName] weist zögerlich darauf hin, dass Euer Symptom vermutlich keiner ernsthaften Krankheit zugeordnet werden kann und schon bald abklingen sollte. Nichtsdestotrotz wird Euch eine milde Behandlung zuteil.;;[From.GetTitledName] sugiere dudos[From.GetOA] que tus síntomas no se deben a ninguna enfermedad grave y pasarán pronto. Sin embargo, recibirás un tratamiento ligero.;;;;;;;;;x
EVTDESC_RIP_11045_pneumonia;[From.GetTitledName] thinks your symptoms may point to Pneumonia. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] pense que vos symptômes pourraient pointer vers une pneumonie. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] vermutet, dass Eure Symptome auf eine Pneumonie hindeuten könnten. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] cree que tus síntomas pueden indicar Neumonía. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_pneumonia_certain;[From.GetTitledName] states that [From.GetHerHis] extensive medical experience leads [From.GetHerHim] to the certain conclusion that your symptoms point to Pneumonia. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] affirme que sa vaste expérience l'amène à la certitude que vos symptômes pointent vers une pneumonie. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] ist sich aufgrund langjähriger medizinischer Erfahrung absolut sicher, dass Eure Symptome auf Pneumonie hindeuten. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] expone que su amplia experiencia médica le lleva a la conclusión de que tus síntomas indican Neumonía. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_pneumonia_horse;[From.GetTitledName] thinks your symptoms may point to Pneumonia and fears your days of horsing around are at an end. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] pense que vos symptômes pourraient pointer vers une pneumonie et craint que vous ne deviez arrêter de galoper à droite à gauche. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] vermutet, dass Eure Symptome auf eine Pneumonie hindeuten könnten und befürchtet, dass Eure Tage auf der Rennbahn gezählt sind. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] cree que tus síntomas pueden indicar Neumonía y teme que tus días de hacer el loco hayan terminado. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_pneumonia_sure;[From.GetTitledName] thinks your symptoms point to Pneumonia. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] pense que vos symptômes pointent vers une pneumonie. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] vermutet, dass Eure Symptome auf eine Pneumonie hindeuten. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;A [From.GetTitledName] cree que tus síntomas indican Neumonía. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_pneumonia_uncertain;[From.GetTitledName] hesitantly suggests that your symptoms probably point to Pneumonia. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] suggère avec hésitation que vos symptômes pointent vers une pneumonie. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] weist zögerlich darauf hin, dass Eure Symptome eventuell auf Pneumonie hindeuten könnten. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] sugiere dudos[From.GetOA] que tus síntomas probablemente indiquen Neumonía. Insiste que sigas sus instrucciones.;;;;;;;;;x
EVTDESC_RIP_11045_rabies;[From.GetTitledName] thinks it's quite likely you have Rabies. [From.GetSheHeCap] insists that you follow [From.GetHerHis] instructions.;[From.Get_Le_TitledName] pense qu'il est assez probable que vous ayez la rage. [From.GetIlElleCap] insiste pour que vous suiviez ses instructions.;[From.GetTitledName] hält es für recht wahrscheinlich, dass Ihr an Tollwut leidet. [From.GetSheHeCap] gibt Euch Anweisungen und besteht darauf, dass Ihr sie befolgt.;;[From.GetTitledName] cree que es bastante probable que tengas la Rabia. Insiste que sigas sus instrucciones.;;;;;;;;;x
