EVTOPTFUS_FROM_TRUTH_BOMB_TT;§Y[From.GetFirstName]§! might be pleased with you.;§Y[From.GetFirstName]§! pourrait être content[From.Get_E] de vous.;§Y[From.GetFirstName]§! könnte mit Euch zufrieden sein.;;§Y[From.GetFirstName]§! podría estar encantad[From.GetOA] contigo.;;;;;;;;;x
EVTDESCC_ZE_12014;You shared your bread with the peasant child, and then you played together for several hours before parting ways. [Root.GetSheHeCap] waved happily as [Root.GetSheHe] ran home.;Vous avez partagé votre pain avec l'enfant de paysan et vous avez ensuite joué des heures avant de vous séparer. [Root.GetIlElleCap] a fait un signe de la main et un grand sourire tout en courant vers la maison.;Ihr habt Euer Brot mit dem Bauernkind geteilt und einige Stunden zusammen gespielt. [Root.GetSheHeCap] winkte Euch fröhlich zu, als [Root.GetSheHe] nach Hause lief.;;Compartiste tu pan con [Root.GetElLa] niñ[Root.GetOA] campesin[Root.GetOA], y a continuación, habéis jugado juntos durante varias horas antes de separaros. [Root.GetSheHeCap] te saludó feliz cuando [Root.GetSheHe] volvía a casa.;;;;;;;;;x
EVTDESCC_ZE_12020;There's a big dinner feast tonight with many prominent people invited, and it has been decided that I shall perform a song in praise of [Root.Religion.GetRandomGodName] for the guests.;Un grand festin doit avoir lieu ce soir avec de nombreuses personnalités présentes. Il a été décidé que je chanterais une pièce en l'honneur [Root.Get_du_HighGod] pour les invités.;Heute Abend findet ein festliches Abendessen statt, bei dem viele bekannte Leute eingeladen sind. Dort, so wurde es entschieden, soll ich für die Gäste ein Lied zum Lob von [Root.Religion.GetRandomGodName] vortragen.;;Hay un gran banquete esta noche con muchos invitados prominentes invitados, y se ha decidido que se llevará a cabo una canción en alabanza de [Root.Religion.GetRandomGodName] para los huéspedes.;;;;;;;;;x
EVTDESCC_ZE_12022;[From.GetFirstName] seems to be checking me out, but doesn't come over and talk.;[From.GetFirstName] semble me fixer, mais ne vient pas me parler.;[From.GetFirstName] scheint mich zu beobachten, kommt aber nicht her, um mit mir zu sprechen.;;Tengo la sensación de que [From.GetFirstName] me está mirando, pero no viene a hablar.;;;;;;;;;x
EVTDESCC_ZE_12024;A roar of laughter rolled through the hall when the guests were told that I had hid in a chest in order to avoid having to sing for them. Several of them then called me over and offered me food and candies.;Un éclat de rire a résonné dans la grande salle lorsque les invités ont appris que j'avais pris refuge dans un coffre pour éviter de chanter pour eux. Plusieurs parmi eux m'ont ensuite fait venir à leur table pour m'offrir de la nourriture et des bonbons.;Der Saal brach in Gelächter aus, als bekannt wurde, dass ich mich in einer Kiste versteckt hatte, um nicht für sie singen zu müssen. Viele riefen mich zu sich und wollten mir etwas zu essen oder Süßigkeiten schenken.;;Las risas corrieron por el salón  cuando le contaron a los invitados que me había ocultado en un baúl para evitar tener que cantar para ellos. Varios de ellos entonces me llamaron y me ofrecieron comida y dulces.;;;;;;;;;x
EVTDESCC_ZE_12030;We are playing outside today, and several of the other children are daring me to climb the tallest watchtower.;Aujourd'hui, nous jouons à l'extérieur, et la plupart des autres enfants me mettent au défi de grimper à la plus haute tour.;Als wir draußen spielen, rufen die anderen Kinder, ich sei zu feige, um auf den höchsten Wachturm zu klettern.;;Hoy jugamos fuera, y varios de los otros niños me retan  a subir la atalaya más alta.;;;;;;;;;x
EVTDESCC_ZE_12032;[From.GetFirstName] excitedly asks me if I wanted to come along and do forbidden things, pranks and the like.;[From.GetFirstName] m'a demandé de façon très enthousiaste si je voulais faire des choses interdites à ses côtés, comme des farces et d'autres choses.;[From.GetFirstName] fragt mich voller Begeisterung, ob ich Lust hätte, bei Streichen und allerlei Unfug mitzumachen.;;[From.GetFirstName] me pregunta entusiasmado si quiero ir y hacer cosas prohibidas, bromas y similares.;;;;;;;;;x
EVTDESCC_ZE_12034;I rapidly climbed up to the top of the tower. But when climbing down again, I slipped. The fall was very painful, but luckily I wasn't very high up.;J'ai grimpé très rapidement au sommet de la tour. En redescendant, j'ai glissé. La chute était très douloureuse mais par chance, je n'étais pas très haut.;Blitzschnell war ich auf dem Turm. Doch als ich wieder hinunterklettern wollte, rutschte ich ab. Der Fall war kurz und schmerzhaft. Zum Glück war ich nicht weiter oben gewesen.;;Subí rápidamente hasta la cima de la torre. Pero al descender nuevamente,  resbalé. La caída fue muy dolorosa, pero por suerte no estaba muy alto.;;;;;;;;;x
EVTDESCC_ZE_12040;I've been out fishing for hours. I still haven't caught a fish as big as that servant's child got yesterday.;Voilà des heures que je pêche. Jusqu'à présent, je n'ai toujours pas réussi à attraper un poisson aussi gros que celui pêché hier par l'enfant de domestique.;Obwohl ich stundenlang angeln war, habe ich keinen Fisch gefangen, der so groß ist wie der, den das Kind eines Dieners gestern gefangen hat.;;Llevo horas pescando. Todavía no he cogido un pez tan grande como el que pescó ayer ese hijo del sirviente.;;;;;;;;;x
EVTDESCC_ZE_12044;After a few more hours, I finally feel something bite. It's a huge fish, probably the biggest fish in [Root.Capital.GetName].;Quelques heures plus tard, quelque chose mord enfin. C'est un poisson gigantesque, probablement le plus gros de tout [Root.Capital.GetName].;Nach einigen Stunden merke ich, dass endlich etwas angebissen hat. Es ist ein riesiger Fisch, wahrscheinlich der größte in [Root.Capital.GetName].;;Después de unas horas más, finalmente siento que algo pica. Es pez enorme, probablemente el pez más grande de [Root.Capital.GetName].;;;;;;;;;x
EVTDESCC_ZE_12046;[From.GetFirstName] still wants to go, and will lie and say it was my idea unless I go with [From.GetHerHim].;[From.GetFirstName] s'obstine à vouloir y aller et, si je ne l'accompagne pas, n'hésitera pas à mentir en affirmant que c'était mon idée.;[From.GetFirstName] möchte immer noch gehen und wird lügen und behaupten, dass es meine Idee gewesen ist, wenn ich nicht mit [From.Getihmihr] gehe.;;[From.GetFirstName] todavía quiere ir. Mentirá y dirá que fue idea mía si no voy con [From.GetSheHe].;;;;;;;;;x
EVTDESCC_ZE_12050;Everyone was busy at home, so I snuck out to the commoners market. When I got there some children were being mean to a smaller child in ragged clothes.;Tout le monde était occupé à la maison, alors j'ai filé au marché du peuple. Mais en arrivant, j'ai vu des enfants malmener un plus jeune en haillons.;Zu Hause waren alle beschäftigt, also nutzte ich die Gunst der Stunde und schlich mich zum Markt der gewöhnlichen Leute. Dort sah ich, wie einige Kinder gemein zu einem anderen Kind waren, das in Lumpen gekleidet war.;;Todos estaban ocupados en casa, así que fui al mercado de los plebeyos. Cuando llegué allí unos niños se estaban portando mal con un niño más pequeño vestido con harapos.;;;;;;;;;x
EVTDESCC_ZE_12052;[From.GetFirstName] wanted to learn to whistle. After trying for a while [From.GetSheHe] asked me 'How come you can do it?';[From.GetFirstName] voulait apprendre à siffler. Après quelques essais, [From.GetIlElle] a voulu savoir comment je m'y prenais.;[From.GetFirstName] wollte Pfeifen lernen. Nach einigen erfolglosen Versuchen fragte [From.GetSheHe] mich: "Wie kommt's, dass Ihr das könnt?";;[From.GetFirstName]quería aprender a silbar. Después de probar durante un tiempo [From.GetSheHe] me preguntó '¿cómo es que sabes hacerlo?';;;;;;;;;x
EVTDESCC_ZE_12054;[From.GetFirstName] told me that whistling is easy. That I can do it if I try. But I've tried many times already.;[From.GetFirstName] m'a dit que siffler était facile. Que je pouvais y arriver si j'essayais. Mais cela fait tant de fois que j'essaie.;[From.GetFirstName] meint, Pfeifen sei ganz leicht. Ich könne es schaffen, wenn ich es weiter versuchte. Dabei habe ich es doch schon so oft versucht ...;;[From.GetFirstName] me dijo silbar es fácil. Que si lo intento puedo lograrlo. Pero he intentado muchas veces.;;;;;;;;;x
EVTDESCC_ZE_12056;The last thing I remember before falling asleep is apologizing to [From.GetFirstName]. It seems my apology was not what [From.GetSheHe] wanted.;La dernière chose dont je me souviens avant de m'endormir est d'avoir présenté mes excuses à [From.GetFirstName]. Mais de toute évidence, ce n'est pas ce qu'[From.GetIlElle] attendait.;Das Letzte, woran ich mich erinnern kann, bevor ich einschlief, war, dass ich mich bei [From.GetFirstName] entschuldigte. Mir scheint, eine Entschuldigung war nicht das, was [From.GetSheHe] sich erhofft hatte.;;Lo último que recuerdo antes de caer dormido es disculparme con [From.GetFirstName]. Parece mi disculpa no era lo que [From.GetSheHe] quería.;;;;;;;;;x
EVTDESCC_ZE_12060;I'm reading a poetry book in my room but the weather is so nice outside. There are some children playing in the sun.;Je suis en train de lire un livre de poésie dans ma chambre, mais le temps au-dehors est si agréable. Il y a même des enfants qui jouent au soleil.;Ich bin in meiner Kammer und lese Gedichte, aber das Wetter ist so schön draußen. Vor meinem Fenster spielen ein paar Kinder im Sonnenschein.;;Estoy leyendo un libro de poesía en mi cuarto pero fuera hace muy buen tiempo. Hay algunos niños jugando al sol.;;;;;;;;;x
EVTDESCC_ZE_12062;[From.GetFirstName] asked me to get some things for [From.GetHerHim] at the market as I am already going there. [From.GetSheHeCap] is even paying me;[From.GetFirstName] a suggéré que je lui ramène des choses du marché puisque je m'y rends déjà, et a même proposé de me payer en échange.;[From.GetFirstName] bat mich darum, [From.Getihmihr] ein paar Sachen vom Markt mitzubringen. [From.GetSheHeCap] bezahlt mich sogar dafür.;;[From.GetFirstName] me preguntó si podía buscar[From.GetHerHim] algunas cosas en el mercado ya que iba para allá. [From.GetSheHeCap] incluso me pagará.;;;;;;;;;x
EVTDESCC_ZE_12064;[From.GetFirstName] agreed to go get everything if I gave [From.GetHerHim] some extra coin. I should stay in my room so no one knows I'm still home. I've got some time to spend while I'm in here.;[From.GetFirstName] est d'accord pour aller chercher le tout si je lui donne quelques pièces. Je vais devoir me cacher dans ma chambre pour que personne ne se doute que je suis à la maison. J'ai donc du temps à perdre.;[From.GetFirstName] ist bereit, alles zu besorgen, wenn ich [From.Getihmihr] noch ein paar Münzen extra gebe. Ich soll nicht hinausgehen, damit niemand merkt, dass ich zu Hause bin. Solange ich hier bin, habe ich etwas freie Zeit.;;[From.GetFirstName] accedió a ir a buscar a todo si [From.GetHerHim] daba algunas monedas extra. Debo quedarme en mi habitación para que nadie sepa que sigo en casa. Tengo tiempo que pasar mientras siga aquí.;;;;;;;;;x
EVTDESCC_ZE_12066;Some motivation can give good results, apparently the pain is all gone now after some convincing and [From.GetFirstName] will come join me.;Un peu de motivation fait des miracles, et faire preuve de persuasion a fait disparaître la douleur. [From.GetFirstName] m'accompagnera.;Mit der richtigen Motivation kann man viel erreichen. Nach einigem guten Zureden wird [From.GetFirstName] nun doch mit mir mitkommen.;;Alguna motivación puede dar buenos resultados. Al parecer, el dolor ha desaparecido después de convencerle un poco, y [From.GetFirstName] me acompañará.;;;;;;;;;x
EVTDESCC_ZE_12070;Today I had to help out digging in the garden, but gardening is boring. The gardener is boring too, but maybe?;J'ai dû aider à l'entretien du jardin aujourd'hui, et rien n'est plus ennuyeux. La jardinière est elle-même terriblement ennuyeuse, mais pourquoi pas ?;Heute hatte ich Hilfe beim Umgraben des Gartens, aber trotzdem finde ich Gartenarbeit langweilig. Auch die Gärtnerin ist langweilig, aber wer weiß?;;Hoy tuve que ayudar a cavar en el jardín,  pero cultivar un huerto es aburrido. Igual la  jardinera también estará aburrido, ¿no?;;;;;;;;;x
EVTDESCC_ZE_12072;[playful_events_char_2.GetFirstName] stops calling for me after a while. The man says 'I bet you this gold coin you can't hold your breath until I'm outside'.;Après un moment, [playful_events_char_2.GetFirstName] cesse de m'appeler. L'homme me dit « Je suis prêt à parier cette pièce d'or que tu ne peux pas retenir ta respiration jusqu'à ce que je sois sorti ».;[playful_events_char_2.GetFirstName] hört nach einer Weile auf, nach mir zu rufen. Der Mann sagt: "Ich wette diese Goldmünze darauf, dass du es nicht schaffst, die Luft anzuhalten, bis ich draußen bin.";;[playful_events_char_2.GetFirstName] dejo de llamarme durante un tiempo. El hombre dice 'Te apuesto a esta moneda de oro a que no puedes contener la respiración hasta que me haya ido'.;;;;;;;;;x
EVTDESCC_ZE_12074;Before I knew it, the man was running out through the door. He didn't even look back once.;En un clin d'oeil, l'homme filait par la porte sans prendre la peine de regarder en arrière.;Ehe ich mich versah, war der Mann schon zur Tür hinaus. Er schaute sich kein einziges Mal um.;;Antes de darme cuenta, el hombre sale corriendo por la puerta. Ni siquiera mira hacia atrás una vez.;;;;;;;;;x
EVTDESCC_ZE_12076;I heard noises in the middle of the night and when I got up to check on [From.GetFirstName] I had to call out several times. Then [From.GetSheHe] finally answered and I found [From.GetHerHim] under the dining table with a burglar. The guards made quick work of the burglar.;Du bruit avait attiré mon attention au milieu de la nuit, me poussant à vérifier comment [From.GetFirstName] allait. Je l'appelai plusieurs fois, sans succès. Quand [From.GetIlElle] a finalement répondu, j'ai découvert qu'[From.GetIlElle] se cachait sous une table avec un cambrioleur. Les gardes s'en sont occupés prestement.;Als ich mitten in der Nacht etwas hörte, stand ich auf, um nach [From.GetFirstName] zu sehen. Ich musste mehrmals rufen, bis [From.GetSheHe] endlich antwortete. Ich fand [From.GetHerHim] unter der Tafel mit einem Einbrecher. Die Wachen machten kurzen Prozess mit dem Einbrecher.;;Oí ruidos por la plena noche, como me levanté a ver a [From.GetFirstName] tuve que llamarle varias veces. Entonces [From.GetSheHe] finalmente respondió y [From.GetHerHim] encontré debajo de la mesa de comedor con un ladrón. Los guardias se encargaron rápidamente del ladrón.;;;;;;;;;x
EVTDESCC_ZE_12080;It's getting late but I lost my new vest when I was playing somewhere. If I come back without it everyone will think I'm sloppy!;Il se fait tard, mais j'ai perdu ma nouvelle veste alors que je jouais quelque part. Si je reviens sans, tout le monde pensera que je ne fais pas attention à mes affaires !;Spät abends habe ich beim Spielen meine Jacke verloren. Wenn ich ohne sie zurückkomme, wird jeder denken, ich sei nachlässig.;;Se está haciendo tarde pero perdí mi nuevo chaleco cuando estaba jugando por ahí. ¡Si vuelvo sin él, todos pensarán que soy un[Root.GetXA] descuidad[Root.GetOA]!;;;;;;;;;x
