monastic_order_benedictine;[GetBenedictineSocietyName];[GetBenedictineSocietyName];[GetBenedictineSocietyName];;;;;;;;;;;x
secret_religious_society_mazdaki_desc_REAL;The Mazdaki believe that there are two original principles of the universe - the good Light and the evil Darkness. By a cosmic accident, the two has been mixed, and everything is tainted but God. Mankind's purpose is to spread the wisdom of their benevolent God and releasing their own inner Light through good conduct and kind actions.;Les mazdakites croient qu'il y a deux principes à l'origine de l'univers - la bonne Lumière et les Ténèbres maléfiques. Par un accident cosmique, les deux ont été mélangés, et tout est entaché sauf Dieu. Le but de l'humanité est de répandre la sagesse de leur Dieu bienveillant et de libérer leur propre Lumière intérieure par les bonnes actions.;Die Mazdakiten glauben, dass es zwei ursprüngliche Grundprinzipien des Universums gibt: das gute Licht und die böse Finsternis. Durch einen kosmischen Unfall wurden diese beiden Prinzipien vermischt und ist alles außer Gott befleckt. Der Zweck der Menschheit besteht darin, die Weisheit ihres wohlwollenden Gottes zu verbreiten und durch einen guten Lebenswandel und gute Taten ihr eigenes inneres Licht freizusetzen.;;Los mazdekitas creen que hay dos principios originales en el universo, uno benigno (la Luz) y otro maligno (la Oscuridad). Un accidente cósmico provocó que se mezclasen, volviéndolo todo impuro, salvo a Dios. El objetivo de la humanidad es dar a conocer la sabiduría de su benévolo Dios y liberar su propia Luz interior mediante la buena conducta y la bondad.;;;;;;;;;x
secret_religious_society_mazdaki_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
secret_religious_society_mazdaki_rank_1_female;Faithful;Fidèle;Gläubige;;Fiel;;;;;;;;;x
secret_religious_society_mazdaki_rank_1_male;Faithful;Fidèle;Gläubiger;;Fiel;;;;;;;;;x
secret_religious_society_mazdaki_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_mazdaki_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
secret_religious_society_mazdaki_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_mazdaki_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
secret_religious_society_mazdaki_rank_4_female;Herald;Messagère;Heroldin;;Mensajera;;;;;;;;;x
secret_religious_society_mazdaki_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x
secret_religious_society_messalian;[GetReligiousCommunityName_messalian];[GetReligiousCommunityName_messalian];[GetReligiousCommunityName_messalian];;[GetReligiousCommunityName_messalian];;;;;;;;;x
secret_religious_society_messalian_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_messalian_desc;[GetReligiousSocietyDesc_messalian];[GetReligiousSocietyDesc_messalian];[GetReligiousSocietyDesc_messalian];;[GetReligiousSocietyDesc_messalian];;;;;;;;;x
secret_religious_society_messalian_desc_REAL;The Messalians, 'the ones who pray', are a Christian sect. They believe that perfection can only be attained by perceiving God as He reveals Himself to the carnal senses. To bring forth such revelations, the only path is prayer - neither the church, baptism or any other sacrament can drive the desires from the soul and invite God.;Les messaliens, « ceux qui prient », sont une secte chrétienne. Ils croient que la perfection ne peut être atteinte qu'en percevant Dieu lorsqu'il se révèle aux cinq sens. Pour faire naître ces révélations, le seul chemin est la prière - ni l'Église, ni le baptême, ni aucun autre sacrement ne peut chasser les désirs de l'âme et inviter Dieu.;Die Messalianer (die Betenden) sind eine christliche Sekte. Sie glauben, dass Perfektion nur durch die Wahrnehmung Gottes, wie er sich den fleischlichen Sinnen offenbart, erlangt werden kann. Der einzige Weg zur Hervorrufung solcher Offenbarungen ist das Gebet und weder die Kirche noch die Taufe noch ein anderes Sakrament kann die Begierden aus der Seele treiben und Gott herbeirufen.;;Los mesalianos, «quienes no rezan», son una secta cristiana. Creen que la perfección solo puede alcanzarse percibiendo a Dios por sus revelaciones a través de los sentidos carnales. El único camino para que se produzcan esas revelaciones es la oración: ni la Iglesia, ni el bautismo ni ningún otro sacramento puede impulsar los deseos del alma e invitar a Dios.;;;;;;;;;x
secret_religious_society_messalian_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
secret_religious_society_messalian_rank_1_female;Faithful;Fidèle;Gläubige;;Fiel;;;;;;;;;x
secret_religious_society_messalian_rank_1_male;Faithful;Fidèle;Gläubiger;;Fiel;;;;;;;;;x
secret_religious_society_messalian_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_messalian_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
secret_religious_society_messalian_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_messalian_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
secret_religious_society_messalian_rank_4_female;Herald;Messagère;Heroldin;;Mensajera;;;;;;;;;x
secret_religious_society_messalian_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x
secret_religious_society_miaphysite;[GetReligiousCommunityName_miaphysite];[GetReligiousCommunityName_miaphysite];[GetReligiousCommunityName_miaphysite];;[GetReligiousCommunityName_miaphysite];;;;;;;;;x
secret_religious_society_miaphysite_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_miaphysite_desc;[GetReligiousSocietyDesc_miaphysite];[GetReligiousSocietyDesc_miaphysite];[GetReligiousSocietyDesc_miaphysite];;[GetReligiousSocietyDesc_miaphysite];;;;;;;;;x
secret_religious_society_miaphysite_desc_REAL;Seeing themselves as walking in the footsteps of the Apostles who first built the Church in the name of Christ, there are Christians who will not give up their faith, even when circumstance has forced them to renounce their words. They continue the good work, building their faith and their church, knowing in their hearts that they are doing God's will.;Pensant suivre les pas des apôtres qui ont construit l'Église au nom du Christ, certains chrétiens ne renoncent pas à leur foi, même quand les circonstances les forcent à ne pas l'exprimer publiquement. Ils poursuivent cette oeuvre, renforçant leur foi et leur Église, sachant au fond d'eux qu'ils exaucent la volonté de Dieu.;Sie sehen sich selbst als Nachfolger der Apostel, die zu Beginn im Namen von Jesus Christus die Kirche aufgebaut haben, und wenden sich auch dann nicht von ihrem Glauben ab, wenn sie durch äußere Umstände dazu gezwungen werden, ihre Lehren zu verleugnen. Sie setzen ihr gutes Werk und den Aufbau ihres Glaubens und ihrer Kirche fort, da sie in ihren Herzen wissen, dass sie den Willen von Gott verrichten.;;Hay cristianos que se ven a sí mismos siguiendo los pasos de los apóstoles que fundaron la Iglesia en nombre de Cristo, y que no renunciarán a su fe, aun cuando las circunstancias los han forzado a callar sus plegarias. Continúan con su buena labor, construyendo su fe y su iglesia, sabiendo en lo hondo de su alma que están siguiendo la voluntad de Dios.;;;;;;;;;x
secret_religious_society_miaphysite_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
secret_religious_society_miaphysite_rank_1_female;Faithful;Fidèle;Gläubige;;Fiel;;;;;;;;;x
secret_religious_society_miaphysite_rank_1_male;Faithful;Fidèle;Gläubiger;;Fiel;;;;;;;;;x
secret_religious_society_miaphysite_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_miaphysite_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
secret_religious_society_miaphysite_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_miaphysite_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
secret_religious_society_miaphysite_rank_4_female;Herald;Messagère;Heroldin;;Mensajera;;;;;;;;;x
secret_religious_society_miaphysite_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x
secret_religious_society_monophysite;[GetReligiousCommunityName_monophysite];[GetReligiousCommunityName_monophysite];[GetReligiousCommunityName_monophysite];;[GetReligiousCommunityName_monophysite];;;;;;;;;x
secret_religious_society_monophysite_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_monophysite_desc;[GetReligiousSocietyDesc_monophysite];[GetReligiousSocietyDesc_monophysite];[GetReligiousSocietyDesc_monophysite];;[GetReligiousSocietyDesc_monophysite];;;;;;;;;x
secret_religious_society_monophysite_desc_REAL;Seeing themselves as walking in the footsteps of the Apostles who first built the Church in the name of Christ, there are Christians who will not give up their faith, even when circumstance has forced them to renounce their words. They continue the good work, building their faith and their church, knowing in their hearts that they are doing God's will.;Pensant suivre les pas des apôtres qui ont construit l'Église au nom du Christ, certains chrétiens ne renoncent pas à leur foi, même quand les circonstances les forcent à ne pas l'exprimer publiquement. Ils poursuivent cette oeuvre, renforçant leur foi et leur Église, sachant au fond d'eux qu'ils exaucent la volonté de Dieu.;Sie sehen sich selbst als Nachfolger der Apostel, die zu Beginn im Namen von Jesus Christus die Kirche aufgebaut haben, und wenden sich auch dann nicht von ihrem Glauben ab, wenn sie durch äußere Umstände dazu gezwungen werden, ihre Lehren zu verleugnen. Sie setzen ihr gutes Werk und den Aufbau ihres Glaubens und ihrer Kirche fort, da sie in ihren Herzen wissen, dass sie den Willen von Gott verrichten.;;Hay cristianos que se ven a sí mismos siguiendo los pasos de los apóstoles que fundaron la Iglesia en nombre de Cristo, y que no renunciarán a su fe, aun cuando las circunstancias los han forzado a callar sus plegarias. Continúan con su buena labor, construyendo su fe y su iglesia, sabiendo en lo hondo de su alma que están siguiendo la voluntad de Dios.;;;;;;;;;x
secret_religious_society_monophysite_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
secret_religious_society_monophysite_rank_1_female;Faithful;Fidèle;Gläubige;;Fiel;;;;;;;;;x
secret_religious_society_monophysite_rank_1_male;Faithful;Fidèle;Gläubiger;;Fiel;;;;;;;;;x
secret_religious_society_monophysite_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_monophysite_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
secret_religious_society_monophysite_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_monophysite_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
secret_religious_society_monophysite_rank_4_female;Herald;Messagère;Heroldin;;Mensajera;;;;;;;;;x
secret_religious_society_monophysite_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x
secret_religious_society_monothelite;[GetReligiousCommunityName_monothelite];[GetReligiousCommunityName_monothelite];[GetReligiousCommunityName_monothelite];;[GetReligiousCommunityName_monothelite];;;;;;;;;x
secret_religious_society_monothelite_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_monothelite_desc;[GetReligiousSocietyDesc_monothelite];[GetReligiousSocietyDesc_monothelite];[GetReligiousSocietyDesc_monothelite];;[GetReligiousSocietyDesc_monothelite];;;;;;;;;x
secret_religious_society_monothelite_desc_REAL;Seeing themselves as walking in the footsteps of the Apostles who first built the Church in the name of Christ, there are Christians who will not give up their faith, even when circumstance has forced them to renounce their words. They continue the good work, building their faith and their church, knowing in their hearts that they are doing God's will.;Pensant suivre les pas des apôtres qui ont construit l'Église au nom du Christ, certains chrétiens ne renoncent pas à leur foi, même quand les circonstances les forcent à ne pas l'exprimer publiquement. Ils poursuivent cette oeuvre, renforçant leur foi et leur Église, sachant au fond d'eux qu'ils exaucent la volonté de Dieu.;Sie sehen sich selbst als Nachfolger der Apostel, die zu Beginn im Namen von Jesus Christus die Kirche aufgebaut haben, und wenden sich auch dann nicht von ihrem Glauben ab, wenn sie durch äußere Umstände dazu gezwungen werden, ihre Lehren zu verleugnen. Sie setzen ihr gutes Werk und den Aufbau ihres Glaubens und ihrer Kirche fort, da sie in ihren Herzen wissen, dass sie den Willen von Gott verrichten.;;Hay cristianos que se ven a sí mismos siguiendo los pasos de los apóstoles que fundaron la Iglesia en nombre de Cristo, y que no renunciarán a su fe, aun cuando las circunstancias los han forzado a callar sus plegarias. Continúan con su buena labor, construyendo su fe y su iglesia, sabiendo en lo más profundo de su alma que están siguiendo la voluntad de Dios.;;;;;;;;;x
secret_religious_society_monothelite_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
secret_religious_society_monothelite_rank_1_female;Faithful;Fidèle;Gläubige;;Fiel;;;;;;;;;x
secret_religious_society_monothelite_rank_1_male;Faithful;Fidèle;Gläubiger;;Fiel;;;;;;;;;x
secret_religious_society_monothelite_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
secret_religious_society_monothelite_rank_2_male;Adherent;Adhérent;Anhänger;;Seguidor;;;;;;;;;x
secret_religious_society_monothelite_rank_3_female;Preacher;Prêcheuse;Predigerin;;Predicadora;;;;;;;;;x
secret_religious_society_monothelite_rank_3_male;Preacher;Prêcheur;Prediger;;Predicador;;;;;;;;;x
secret_religious_society_monothelite_rank_4_female;Herald;Messagère;Heroldin;;Mensajera;;;;;;;;;x
secret_religious_society_monothelite_rank_4_male;Herald;Messager;Herold;;Mensajero;;;;;;;;;x
secret_religious_society_nestorian;[GetReligiousCommunityName_nestorian];[GetReligiousCommunityName_nestorian];[GetReligiousCommunityName_nestorian];;[GetReligiousCommunityName_nestorian];;;;;;;;;x
secret_religious_society_nestorian_currency;Devotion;Dévotion;Hingabe;;Devoción;;;;;;;;;x
secret_religious_society_nestorian_desc;[GetReligiousSocietyDesc_nestorian];[GetReligiousSocietyDesc_nestorian];[GetReligiousSocietyDesc_nestorian];;[GetReligiousSocietyDesc_nestorian];;;;;;;;;x
secret_religious_society_nestorian_desc_REAL;Seeing themselves as walking in the footsteps of the Apostles who first built the Church in the name of Christ, there are Christians who will not give up their faith, even when circumstance has forced them to renounce their words. They continue the good work, building their faith and their church, knowing in their hearts that they are doing God's will.;Pensant suivre les pas des apôtres qui ont construit l'Église au nom du Christ, certains chrétiens ne renoncent pas à leur foi, même quand les circonstances les forcent à ne pas l'exprimer publiquement. Ils poursuivent cette oeuvre, renforçant leur foi et leur Église, sachant au fond d'eux qu'ils exaucent la volonté de Dieu.;Sie sehen sich selbst als Nachfolger der Apostel, die zu Beginn im Namen von Jesus Christus die Kirche aufgebaut haben, und wenden sich auch dann nicht von ihrem Glauben ab, wenn sie durch äußere Umstände dazu gezwungen werden, ihre Lehren zu verleugnen. Sie setzen ihr gutes Werk und den Aufbau ihres Glaubens und ihrer Kirche fort, da sie in ihren Herzen wissen, dass sie den Willen von Gott verrichten.;;Hay cristianos que se ven a sí mismos siguiendo los pasos de los apóstoles que fundaron la Iglesia en nombre de Cristo, y que no renunciarán a su fe, aun cuando las circunstancias los han forzado a callar sus plegarias. Continúan con su buena labor, construyendo su fe y su iglesia, sabiendo en lo hondo de su alma que están siguiendo la voluntad de Dios.;;;;;;;;;x
secret_religious_society_nestorian_leader_desc;[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];[GetSocietyLeaderDesc];;[GetSocietyLeaderDesc];;;;;;;;;x
secret_religious_society_nestorian_rank_1_female;Faithful;Fidèle;Gläubige;;Fiel;;;;;;;;;x
secret_religious_society_nestorian_rank_1_male;Faithful;Fidèle;Gläubiger;;Fiel;;;;;;;;;x
secret_religious_society_nestorian_rank_2_female;Adherent;Adhérente;Anhängerin;;Seguidora;;;;;;;;;x
